id,timestamp,url,BRAND,BRAND_URL,COTOLOG_NAMBER,COTOLOG_NAMBER_URL,MFN,MFN_URL
5029,2025-11-24T14:09:04.106Z,https://www.walkerindustrial.com/products/search/6756,MERSEN - 67561 - ALUM PWR-DIST BLK 1P,/itemdetail/MER%2067561,3AXD50000616756,/itemdetail/ABB%203AXD50000616756,473FE35,/itemdetail/GAT%206756BR
